"id_patient","redcap_repeat_instrument","redcap_repeat_instance","birthdate_patient","deathdate_patient","ssn_patient","drivers_patient","passport_patient","prefix_patient","first_patient","last_patient","suffix_patient","maiden_patient","marital_patient","race_patient","ethnicity_patient","gender_patient","birthplace_patient","address_patient","city_patient","state_patient","fips_patient","county_patient","zip_patient","lat_patient","lon_patient","healthcare_expenses_patient","healthcare_coverage_patient","income_patient","patients_complete","start_medication","stop_medication","payer_medication","encounter_medication","code_medication","description_medication","base_cost_medication","payer_coverage_medication","dispenses_medication","totalcost_medication","reasoncode_medication","reasondescription_medication","medications_complete","start_condition","stop_condition","encounter_condition","code_condition","description_condition","conditions_complete"
"0b7e3c23-2277-3fa8-9d4e-3a6b733af305","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-09 13:59:52,2018-06-26 13:59:52,"0133f751-9229-3cfd-815f-b6d4979bdd6a","61324fd0-3636-c493-338f-274cb753c448",860975,"24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet",79.41,0,5,397.05,44054006,"Diabetes mellitus type 2 (disorder)",0,NA,NA,NA,NA,NA,NA
"0b7e3c23-2277-3fa8-9d4e-3a6b733af305","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-03-21,NA,"ce32ee69-bb95-9d7a-e419-a3fa3817f022",44054006,"Diabetes mellitus type 2 (disorder)",0
"0b7e3c23-2277-3fa8-9d4e-3a6b733af305","conditions",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-10,NA,"61324fd0-3636-c493-338f-274cb753c448",44054006,"Diabetes mellitus type 2 (disorder)",0
"000bc9c8-7163-8aab-0ecc-c1270b8869a8",NA,NA,1987-03-30,NA,"999-87-6105","S99990883","X81792751X","Mr.","Matt836","Swaniawski813",NA,NA,1,"native","Other",1,"Pasadena  California  US","126 Dickinson Lane","Horsham","Victoria",NA,"South Yarra",3390,-36.583744,142.487468,103943.89,1016438.92,121290,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"000bc9c8-7163-8aab-0ecc-c1270b8869a8","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-05-10,NA,"e21bfd4b-f1e4-81b3-e86c-afa349b66546",44054006,"Diabetes mellitus type 2 (disorder)",0
"0bd4a407-7f3a-9a33-9c7c-d6da7ec82610",NA,NA,1995-07-05,NA,"999-89-1046","S99982449","X19499152X","Mrs.","Audrey678","Padberg411",NA,"Lubowitz58",1,"white","Other",2,"Ontario  California  US","666 Lueilwitz Mews","Moyne","Victoria",6037,"Port Melbourne",3289,-37.893196,142.227754,472336.19,1994.47,70767,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0bd4a407-7f3a-9a33-9c7c-d6da7ec82610","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-08-05 08:08:37,2014-08-11 08:08:37,"e03e23c9-4df1-3eb6-a62d-f70f02301496","63c839d1-60ab-c448-89ab-4faf007db066",860975,"24 HR Metformin hydrochloride 500 MG Extended Release Oral Tablet",35.35,0,12,424.2,44054006,"Diabetes mellitus type 2 (disorder)",0,NA,NA,NA,NA,NA,NA
"0bd4a407-7f3a-9a33-9c7c-d6da7ec82610","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-08-05,NA,"63c839d1-60ab-c448-89ab-4faf007db066",44054006,"Diabetes mellitus type 2 (disorder)",0
"0c7ce320-b73c-542a-1c38-61804bc28143",NA,NA,2000-05-07,NA,"999-72-3578","S99943268","X31790106X","Ms.","Aurelia213","Hermann103",NA,NA,NA,"white","Other",2,"Portola Valley  California  US","593 Crooks Avenue Suite 20","Golden Plains","Victoria",6067,"Flemington",3351,-37.758248,143.637463,126714.11,80692.04,191814,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0c7ce320-b73c-542a-1c38-61804bc28143","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008-07-21,NA,"7d29d88c-ebab-d7e9-40c0-ac9c3e34dc44",44054006,"Diabetes mellitus type 2 (disorder)",0
"00c28cc2-d3b6-5d56-0da5-8a2eaf3c831d",NA,NA,1965-07-28,NA,"999-63-1894","S99997514","X22634252X","Mrs.","Serita370","Dicki44",NA,"Zboncak558",1,"white","Other",2,"Oxnard  California  US","823 Labadie Trafficway","Wangaratta","Victoria",6037,"Melbourne",3678,-36.68892,146.482439,11606.1,912978.71,21722,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"00c28cc2-d3b6-5d56-0da5-8a2eaf3c831d","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005-11-23,NA,"526624e1-844b-ce9c-c416-841f21c52522",44054006,"Diabetes mellitus type 2 (disorder)",0
"0cb1c8cc-474c-6278-846a-11a5b8e45801",NA,NA,2000-11-14,NA,"999-27-9688","S99927268","X58143219X","Ms.","Eloise59","Weber641",NA,NA,NA,"native","Other",2,"Los Angeles  California  US","173 Gislason Trafficway Apt 88","Hepburn","Victoria",6097,"Balaclava",3364,-37.334655,143.907186,308803.22,47844.6,82343,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0cb1c8cc-474c-6278-846a-11a5b8e45801","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-05-17,NA,"ddfbb23e-acc6-b5b0-3906-f26313342963",44054006,"Diabetes mellitus type 2 (disorder)",0
"0ce28ccc-3b4d-5432-5f50-7dfb295544a6",NA,NA,1916-12-18,2004-02-17,"999-97-1477","S99992337","X27629237X","Mrs.","Paola523","Corkery305",NA,"Pagac496",1,"white","Other",2,"Fremont  California  US","205 Streich Promenade","East Gippsland","Victoria",6019,"Fitzroy",3885,-37.291807,148.118511,1658812.03,1243103.36,73403,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0ce28ccc-3b4d-5432-5f50-7dfb295544a6","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-06-03,NA,"5b10d06d-bd7f-5926-3d49-198a32c08bd7",44054006,"Diabetes mellitus type 2 (disorder)",0
"0d0ca45d-3f27-8790-b698-14b3ac52f82f",NA,NA,1941-08-16,NA,"999-37-1300","S99949988","X87589416X","Mrs.","Dorathy429","Bednar518",NA,"Christiansen251",1,"asian","Other",2,"Los Angeles  California  US","657 Harber Gardens Unit 35","Buloke","Victoria",6085,"Carlton",3480,-36.31227,142.968057,226806.29,2294478.69,24441,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0d0ca45d-3f27-8790-b698-14b3ac52f82f","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1994-10-01,NA,"fe41eace-0228-af59-5b31-e58cfeda474e",44054006,"Diabetes mellitus type 2 (disorder)",0
"0dbd6901-fd4f-8c5e-6d2d-287ed38ac856",NA,NA,1980-04-30,NA,"999-60-3948","S99951679","X10107131X","Mrs.","Claudia969","Valadez233",NA,"Duran646",NA,"hawaiian","Other",2,"Santiago  Santiago Province  CL","167 Gottlieb Wall","Brisbane","Victoria",6039,"Princes Hill",4105,-27.534438,153.018893,397887.05,1066079.06,49821,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0dbd6901-fd4f-8c5e-6d2d-287ed38ac856","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-06-24,NA,"0e34e191-a44a-2c35-f664-a53b8177a815",44054006,"Diabetes mellitus type 2 (disorder)",0
"0e025f1d-4bca-7149-1b49-e01865903520",NA,NA,1977-03-26,NA,"999-88-9617","S99954608","X60381732X","Mrs.","Alleen813","Schinner682",NA,"Brown30",NA,"white","Other",2,"Berkeley  California  US","365 Hartmann Rapid","Indigo","Victoria",6065,"St Kilda West",3747,-36.361056,146.725705,303147.63,172237.26,55006,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0e025f1d-4bca-7149-1b49-e01865903520","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-31 21:04:17,2017-03-31 21:04:17,"8fa6c185-e44e-3e34-8bd8-39be8694f4ce","6fad316c-d30f-2fd1-e7ec-9802c1ce82b4",308136,"amLODIPine 2.5 MG Oral Tablet",1.85,0,1,1.85,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"0e025f1d-4bca-7149-1b49-e01865903520","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-03-31 21:04:17,2018-04-06 21:04:17,"8fa6c185-e44e-3e34-8bd8-39be8694f4ce","6fad316c-d30f-2fd1-e7ec-9802c1ce82b4",308136,"amLODIPine 2.5 MG Oral Tablet",1.85,0,4,7.4,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"0e025f1d-4bca-7149-1b49-e01865903520","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-04-01,NA,"6fad316c-d30f-2fd1-e7ec-9802c1ce82b4",44054006,"Diabetes mellitus type 2 (disorder)",0
"0e2a3c32-c652-1ead-59a1-c971a71a90e6",NA,NA,1957-05-11,NA,"999-55-3498","S99929725","X35504744X","Mrs.","Ronda430","Hudson301",NA,"Kemmer137",1,"white","Other",2,"Corona  California  US","666 Bednar Junction Suite 24","Mornington Peninsula","Victoria",6111,"Richmond",3939,-38.42776,144.900413,765077.39,222476.07,74559,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0e2a3c32-c652-1ead-59a1-c971a71a90e6","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-07,NA,"21df44a2-589e-0b38-e46a-14311d99949b",44054006,"Diabetes mellitus type 2 (disorder)",0
"0e4ac727-c8e0-50bc-0ffb-d04fe75ef8eb",NA,NA,1949-07-18,NA,"999-18-6334","S99987711","X175712X","Mrs.","Patrica776","Wisozk929",NA,"Hettinger594",1,"asian","Other",2,"Beijing  Beijing Municipality  CN","847 Krajcik Rest Suite 23","Colac Otway","Victoria",6037,"South Wharf",3237,-38.716838,143.474392,16408.69,1094520.99,16365,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0e4ac727-c8e0-50bc-0ffb-d04fe75ef8eb","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1971-09-20,NA,"07c857f0-feee-7c8e-d5fd-cbff549bc5f9",44054006,"Diabetes mellitus type 2 (disorder)",0
"0e4ac727-c8e0-50bc-0ffb-d04fe75ef8eb","conditions",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1995-08-07,NA,"a3cb4405-c36d-ce1d-aa2f-7b60ade8ab42",44054006,"Diabetes mellitus type 2 (disorder)",0
"0e6c3a24-a525-3779-76a8-83d9b23da87e",NA,NA,1970-05-02,NA,"999-97-3304","S99915889","X30472090X","Mrs.","Billy698","Nitzsche158",NA,"Fay398",1,"white","Other",2,"Yekaterinburg  Sverdlovsk Oblast  RU","1099 Stamm Center","Golden Plains","Victoria",6085,"St Kilda West",3351,-37.758248,143.637463,76679.77,1365842.83,177415,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0e6c3a24-a525-3779-76a8-83d9b23da87e","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-05-12,NA,"13c368d4-3cf2-476f-1b44-d0a214efae70",44054006,"Diabetes mellitus type 2 (disorder)",0
"0efcf076-784b-154c-6cf1-6165d0f58c19",NA,NA,2001-05-31,NA,"999-87-9464","S99918473","X3880033X","Mr.","Robert854","Nolan344",NA,NA,NA,"white","Other",1,"Auburn  California  US","760 Beahan Wynd Apt 45","Yarra","Victoria",6075,"Abbotsford",3057,-37.770012,144.97728,3532.02,29121.8,5869,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0efcf076-784b-154c-6cf1-6165d0f58c19","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-25,NA,"c81b33c1-f0f5-a2f7-51ef-4b6ab7f220bc",44054006,"Diabetes mellitus type 2 (disorder)",0
"0f302a42-dc3c-866e-16d4-0c80c50ac9fd",NA,NA,1958-03-11,NA,"999-59-5105","S99914110","X45896970X","Mrs.","Maricarmen445","Limón43",NA,"Colunga237",1,"white","Other",2,"La Paz  Baja California  MX","346 Dooley Approach Unit 48","Melbourne","Victoria",6037,"Fitzroy North",3003,-37.810871,144.949592,341355.64,990148.12,29947,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0f302a42-dc3c-866e-16d4-0c80c50ac9fd","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-04-09,NA,"8f66b756-d9ac-86f2-c81c-61719faf82db",44054006,"Diabetes mellitus type 2 (disorder)",0
"0f528a55-1768-e98f-c963-24b0cc394c80",NA,NA,1953-08-09,NA,"999-86-6300","S99945574","X47246639X","Ms.","Irene779","Marín855",NA,NA,2,"native","Other",2,"Port-au-Prince  Haiti  HT","1060 Glover Landing","Ararat","Victoria",6071,"Flemington",3377,-37.231524,142.956916,26424.87,1382666.46,19635,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"0f528a55-1768-e98f-c963-24b0cc394c80","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-09-05,NA,"175f74b8-8794-80ce-20b3-a6246c684498",44054006,"Diabetes mellitus type 2 (disorder)",0
"0f528a55-1768-e98f-c963-24b0cc394c80","conditions",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999-09-12,NA,"730f44d3-0eb9-6434-1fe1-c3bc5306f0f8",44054006,"Diabetes mellitus type 2 (disorder)",0
"1a0f994f-64dc-036f-2fcc-de75f6ff03df",NA,NA,1956-01-11,NA,"999-97-8895","S99954878","X7740884X","Mr.","Isaiah615","Weissnat378",NA,NA,NA,"white","Other",1,"Fitchburg  Massachusetts  US","330 Jaskolski Gate Apt 30","Yankalilla","Victoria",25001,"Alphington",5204,-35.572164,138.324567,11712.23,190449.4,3402,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1a0f994f-64dc-036f-2fcc-de75f6ff03df","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1987-03-25,NA,"26523462-a30a-7399-3585-1344e006c84c",44054006,"Diabetes mellitus type 2 (disorder)",0
"1a314904-4a4a-6cd9-958b-7a20d6e336fa",NA,NA,1985-10-20,NA,"999-66-5402","S99998793","X5879922X","Ms.","Val761","Mohr916",NA,NA,2,"white","Other",2,"Santa Fe Springs  California  US","193 Kihn Gardens","Colac Otway","Victoria",6059,"Fairfield",3269,-38.660637,143.177116,260395.75,648885.35,103669,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1a314904-4a4a-6cd9-958b-7a20d6e336fa","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-19 10:59:18,2024-02-25 10:59:18,"d31fccc3-1767-390d-966a-22a5156f4219","2b0303e8-4316-d946-4f9e-7281e0b4500b",856987,"Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG Oral Tablet",235.56,0,3,706.68,NA,NA,0,NA,NA,NA,NA,NA,NA
"1a314904-4a4a-6cd9-958b-7a20d6e336fa","conditions",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-02-19,NA,"2b0303e8-4316-d946-4f9e-7281e0b4500b",44054006,"Diabetes mellitus type 2 (disorder)",0
"1b2ced9b-67d7-901a-b5bc-f5859d80cf09",NA,NA,1961-04-12,NA,"999-86-7957","S99921403","X75848921X","Mr.","Lorenzo669","Jaskolski867",NA,NA,NA,"black","Other",1,"Norco  California  US","438 Hartmann Road Unit 14","Central Goldfields","Victoria",6073,"Fitzroy",3371,-37.1766686,143.7666842,41875.31,194488.5,34783,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1b2ced9b-67d7-901a-b5bc-f5859d80cf09","medications",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-19 11:41:08,2020-08-26 11:41:08,"a735bf55-83e9-331a-899d-a82a60b9f60c","327b15d3-9e50-ade3-4283-0a57b437e241",310798,"Hydrochlorothiazide 25 MG Oral Tablet",1.01,0.81,1,1.01,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
"1b2ced9b-67d7-901a-b5bc-f5859d80cf09","medications",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-08-19 11:41:08,2020-08-26 11:41:08,"a735bf55-83e9-331a-899d-a82a60b9f60c","327b15d3-9e50-ade3-4283-0a57b437e241",308136,"amLODIPine 2.5 MG Oral Tablet",2.54,2.03,1,2.54,59621000,"Essential hypertension (disorder)",0,NA,NA,NA,NA,NA,NA
