Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,SUBURB,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
2ca4947d-ac0b-0a79-4b28-54dcda100ac0,1999-04-16,,999-81-2307,S99975110,X23836162X,Ms.,Glenn0,Douglas31,,,,black,Other,F,Beaumont  California  US,123 Rath Avenue,Glenelg,Victoria,Digby,6085.0,3309,-37.82644,141.511007,156528.24,1284484.99,104084
7318b8c6-a1af-b471-f57a-54e220634ac0,2014-10-13,,999-64-7868,,,,Latisha994,Mante251,,,,white,Other,F,Oceanside  California  US,856 Farrell Crossroad Unit 76,Kentish,Victoria,Paradise,6067.0,7306,-41.465311,146.193428,4263.0,37459.73,27359
aec0acf1-02fc-63c6-7eaf-b2351cec6168,2011-09-23,,999-12-2886,,,,Argelia29,McClure239,,,,asian,Other,F,San Jose  California  US,353 Hoeger Ferry,Central Goldfields,Victoria,Dunolly,6037.0,3472,-36.864952,143.657638,26400.95,84.97,131752
5b1fb8e2-5c77-1e8b-3d4e-a78cbaeebb21,2018-12-03,,999-79-2649,,,,Lauri399,Willms744,,,,white,Other,F,Escondido  California  US,744 Marquardt Port,Lockyer Valley,Victoria,Ringwood,6071.0,4343,-27.656074,152.224616,9621.22,2497.61,47721
f5b3b645-9594-98cb-9d5d-7df42113f43d,1990-04-12,,999-24-1631,S99975630,X72814211X,Mr.,George991,Adams676,,,M,asian,Other,M,Beijing  Beijing Municipality  CN,462 Metz Passage Unit 23,Towong,Victoria,Cobberas,6037.0,3900,-36.88053,147.826143,10430.57,204067.19,22824
3689a4fa-67fb-174f-ac46-b7fda0cf2e06,2020-07-11,,999-14-2015,,,,Crystle668,Klocko335,,,,black,Other,F,Hayward  California  US,967 Gottlieb Gateway,East Gippsland,Victoria,Gipsy Point,6001.0,3891,-37.567684,149.538907,11441.48,864.16,156242
4d1d34ad-f913-54ec-f761-b6a7719d74f1,1953-04-21,,999-41-5742,S99996009,X19641573X,Mrs.,Lita714,Torp761,,Heaney114,M,white,Other,F,Turlock  California  US,433 Frami Meadow,Benalla,Victoria,Baddaginnie,6037.0,3670,-36.623748,145.852449,756468.14,368685.54,68142
307752e8-3fcd-2589-9640-683d176c7a03,2021-02-11,,999-20-9119,,,,Pedro316,Prado282,,,,white,Other,M,Salisbury  Saint Joseph Parish  DM,126 Runolfsson Course,Bass Coast,Victoria,Kilcunda,,3995,-38.578071,145.630713,4577.35,4383.39,50560
0ad983ed-5013-4956-6143-f13c77f2f564,1998-02-17,,999-72-6610,S99973817,X40959874X,Ms.,Victoria535,Porras535,,,,white,Other,F,Mexico City  Mexico City  MX,822 Carter Annex,Benalla,Victoria,Upotipotpon,6013.0,3673,-36.669929,146.062514,110118.7,186362.83,151281
d527db9b-c3a6-b5b1-2128-7abc78abcd12,1982-08-18,,999-44-7280,S99949314,X8874728X,Mrs.,Verona337,Gibson10,,Crooks415,D,white,Other,F,Riverside  California  US,721 D'Amore Burg,Moonee Valley,Victoria,Aberfeldie,6037.0,3040,-37.751845,144.902556,129042.59,1321090.85,24472
548ed32c-c13f-930d-b6ed-3a6e7d00c288,1958-02-01,2017-07-21,999-76-7854,S99942188,X81906427X,Ms.,Helaine42,Sporer811,,,S,white,Other,F,El Segundo  California  US,198 Wisozk Ville,Central Highlands,Victoria,Brighton,6037.0,7030,-42.304288,146.958381,1058543.37,371523.91,39297
e9bfffce-97a0-9f36-5f18-d73ee71bd61f,2021-09-24,,999-78-8705,,,,Patsy569,Wehner319,,,,white,Other,F,Desert View Highlands  California  US,659 Bernhard Run,Strathbogie,Victoria,Riggs Creek,6095.0,3666,-36.786777,145.565512,7214.15,0.0,99283
b55a16ae-9f5f-6519-3c0e-9a0a9a6fb2e7,1940-02-14,,999-63-8156,S99920504,X55179561X,Ms.,Krysta658,Mills423,,,S,white,Other,F,Eastvale  California  US,883 Metz Avenue Unit 15,South Gippsland,Victoria,Toora North,6071.0,3962,-38.60357,146.359804,288401.8,3269887.94,24020
2592c95c-b647-5ade-8d80-920b8f572093,1977-09-14,2017-06-12,999-54-5800,S99958276,X435848X,Mr.,Blake449,Flatley871,,,M,white,Other,M,San Jose  California  US,231 Prosacco Passage,Charles Sturt,Victoria,Seaton,6037.0,5023,-34.90073,138.51199,42598.99,64570.63,24729
4e480dc0-1ed1-41da-67de-24ee1889190c,1984-06-08,,999-55-5622,S99971202,X242207X,Mr.,Juan Carlos348,Olivera810,,,M,asian,Other,M,Guatemala City  Guatemala  GT,772 Howell Lock,Macedon Ranges,Victoria,Nulla Vale,6037.0,3435,-37.179453,144.743358,5871.99,56326.28,16226
09cde229-b70a-03fe-7821-522b9a261b25,1944-11-02,,999-71-2880,S99953739,X829432X,Mr.,Nolan344,Hilll811,,,S,white,Aboriginal and Torres Strait Islander,M,Thousand Oaks  California  US,601 Simonis Union,Glenelg,Victoria,Carapook,6071.0,3312,-37.6391,141.365747,197562.46,237384.78,83847
ca2e0e83-5a1c-3423-c96f-28574b31b26e,1985-05-13,,999-26-2500,S99988543,X3427393X,Mrs.,Silvia880,Tamayo777,,Urrutia540,M,white,Other,F,Guatemala City  Guatemala  GT,907 McDermott Parade Apt 90,Bass Coast,Victoria,Poowong,6073.0,3988,-38.313447,145.811863,186868.47,588913.69,28825
f7d396b5-7c4f-371c-14ad-7f2433c706ec,1947-01-17,1984-07-18,999-26-6968,S99990063,X43785011X,Mr.,Chad48,Frami345,,,M,asian,Other,M,Santa Rosa  California  US,349 Brekke Overpass,Bass Coast,Victoria,Whitelaw,6037.0,3950,-38.435217,145.812945,229653.49,342692.32,31534
4a68716d-2bc5-9718-8dc3-02688af77bbc,1974-09-26,,999-35-7605,S99934613,X10950893X,Mr.,Gilberto712,Tejada731,,,S,white,Other,M,Juarez  Chihuahua  MX,1068 Wiza Harbor,Buloke,Victoria,Wycheproof,6085.0,3527,-36.07096,143.241334,80659.31,60891.16,26269
ca2d08be-913f-9900-8fb5-ccaae366e85d,1988-05-02,,999-28-6314,S99980135,X41447745X,Mrs.,Brianne669,Lakin515,,Gerhold939,M,white,Other,F,Oakland  California  US,962 Price Annex Apt 84,Alpine,Victoria,Nelse,6037.0,3699,-36.83390754,147.3656102,109202.09,554454.66,34811
ae23a054-893e-9329-08f4-93390438d98e,1957-10-07,2022-08-08,999-89-2711,S99980566,X25324015X,Mr.,Erin498,Abbott774,,,M,white,Other,M,Manteca  California  US,729 Von Trace,Loddon,Victoria,Yarrawalla,6061.0,3575,-36.055725,144.159028,103033.22,260964.07,117053
3cb00c16-2f1c-903e-6e16-3d6609af4545,2003-12-31,,999-71-9420,S99948718,X8959051X,Mr.,Armando772,Senger904,,,,white,Other,M,West Covina  California  US,496 Gottlieb Rapid,Northern Grampians,Victoria,Lake Lonsdale,,3381,-36.988914,142.7154,2700.0,33231.18,7991
cd3c4d56-d9e2-9666-8113-1d1fd04adbdb,1954-06-16,,999-74-2486,S99989118,X63630488X,Mrs.,Clara183,Rincón417,,Peña909,W,white,Other,F,Caguas  Puerto Rico  PR,1028 Stamm Landing Suite 81,Wattle Range,Victoria,Sebastopol,6043.0,5280,-37.449179,140.260783,155031.26,922713.47,159512
cb316e0b-0a87-f074-73f6-8fe95088064c,2003-05-19,,999-55-4999,S99923435,X43237749X,Ms.,Lesli455,Beier427,,,,asian,Other,F,Macau  Macao Special Administrative Region of the People's Republic of China  CN,691 Abernathy Byway,Warrnambool,Victoria,Allansford,6037.0,3277,-38.389835,142.660221,8530.64,1520224.86,12146
b2270854-1bb9-3d17-4b23-0aaf098988da,1977-09-14,,999-42-9176,S99943844,X27255406X,Mr.,Agustin437,Rohan584,,,M,white,Other,M,Santa Clara  California  US,740 Hilpert Light Suite 12,Gannawarra,Victoria,Tresco,6037.0,3583,-35.509635,143.66458,45244.53,49174.44,24729
b29314de-cc9b-797c-0766-4fb608158c06,1993-11-01,,999-15-1414,S99949903,X4178200X,Ms.,Regenia619,Lockman863,,,S,other,Other,F,Los Angeles  California  US,112 Moore Brook Suite 50,Greater Bendigo,Victoria,Axedale,6065.0,3551,-36.78137,144.457937,108772.25,474577.21,101245
d0d995a8-6020-1cc5-23d6-11439ce0a219,2013-12-10,,999-61-8645,,,,Bobette685,Crooks415,,,,white,Other,F,Elk Grove  California  US,308 Boyer Bay Suite 2,Brimbank,Victoria,Caroline Springs,6059.0,3023,-37.78272,144.770641,1550.0,28827.17,41717
e6d25b89-030b-c6ec-ddbf-3afe5ef7b141,1992-09-29,,999-82-6594,S99950872,X16935767X,Mr.,Jacob959,Dooley940,,,S,white,Other,M,El Paso de Robles (Paso Robles)  California  US,652 Fritsch Spur,Mildura,Victoria,Walpeup,6075.0,3507,-35.120596,142.035659,50566.15,1769.26,750239
eee93a37-d19b-1668-1e77-e84ea45aef3c,1997-08-08,,999-32-1533,S99953867,X6328011X,Mr.,Chad48,Bogan287,,,,white,Other,M,Livermore  California  US,666 Heidenreich Flat Suite 75,Surf Coast,Victoria,Mount Moriac,6061.0,3240,-38.263005,144.174411,7546.73,366736.89,21897
0433e4ef-a6b1-28a6-fc08-1e8b34331b67,1957-10-07,,999-84-4900,S99961331,X28143732X,Mr.,Claud279,Murphy561,,,D,white,Other,M,Camarillo  California  US,913 Simonis Frontage road,Buloke,Victoria,Wangie,6061.0,3530,-35.691824,143.2608071,120769.36,94885.92,117053
36e2b71b-0ddb-2c79-f98f-62948d5a08ca,1958-02-24,1969-12-01,999-56-5837,,,,Regina408,Funk324,,,,white,Other,F,Goleta  California  US,310 Pfannerstill Gateway,Wangaratta,Victoria,King Valley,6081.0,3678,-36.68892,146.482439,27981.93,28801.07,120400
1720a1e8-c3bc-6da1-fe11-7db69e11726b,1947-01-17,2013-01-20,999-98-4275,S99943134,X29984263X,Mr.,Pat3,Terry864,,,D,asian,Other,M,Woodlake  California  US,897 Marquardt Ville,Golden Plains,Victoria,Staffordshire Reef,6037.0,3351,-37.758248,143.637463,140527.27,288355.32,31534
0afe6a09-20dc-cd87-614f-ac741a04e8c2,2010-01-08,,999-85-8679,,,,Sergio619,Langworth352,,,,white,Other,M,San Mateo  California  US,928 Parisian Byway Unit 69,Wellington,Victoria,Tinamba West,6075.0,3859,-37.886136,146.848259,20368.12,17127.48,93311
03bea1e0-59e9-7fc2-850e-127bb2b92720,1967-06-30,2020-11-17,999-71-3103,S99923066,X86448331X,Mrs.,Amalia471,Carrion142,,Rosales49,M,white,Other,F,Wesley  Saint Andrew Parish  DM,743 Wisoky Stravenue,Surf Coast,Victoria,Bells Beach,6037.0,3228,-38.307545,144.299978,286644.45,2247799.39,21750
774e87c0-ed52-7885-75c9-f196ce1649d5,2006-10-14,,999-93-4968,S99935182,,,Many655,Roberts511,,,,white,Other,F,Winter Gardens  California  US,215 Feil Hollow,Casey,Victoria,Guys Hill,6019.0,3807,-38.048316,145.371635,3314.89,59867.61,40125
42ccb224-e3a8-69f2-cc0b-91c1f20f377a,2000-09-22,,999-68-7629,S99996438,X16658181X,Mr.,Robbie31,Dibbert990,,,,white,Other,M,Fremont  California  US,247 Funk Run Suite 74,Mount Alexander,Victoria,Taradale,6037.0,3447,-37.157744,144.322487,42639.14,4410.58,97013
03ee0631-c97e-0cb3-32db-9bf976e05c1d,2018-08-12,,999-28-4755,,,,Silvana620,Quigley282,,,,white,Other,F,Clovis  California  US,326 Mitchell Wall Apt 4,Southern Grampians,Victoria,Pigeon Ponds,,3407,-37.298061,141.948371,12579.82,0.0,80444
ef58ea17-a4db-3dbd-36d6-0a1aa69c7ea2,1970-07-20,,999-92-3519,S99910029,X57016984X,Mr.,Cleveland582,Bergstrom287,,,M,white,Other,M,Oakland  California  US,251 Denesik Divide,Richmond,Victoria,Bellfield,6085.0,4822,-20.80796,143.164223,174075.21,458075.56,901575
c28bd20c-01a2-fc1b-8d52-63202f799cd7,2010-12-30,,999-20-7372,,,,Ignacio928,Acevedo301,,,,white,Other,M,Buenos Aires  Ciudad de Buenos Aires  AR,720 Feil Dale,Ballarat,Victoria,Weatherboard,6065.0,3352,-37.482132,143.662387,28825.49,1941.46,101805
e3cb94f3-9fb3-c6a4-0f34-f72c5662d7e5,2000-11-17,,999-20-4289,S99952790,X81017826X,Mr.,Angel97,Klocko335,,,,white,Other,M,Fresno  California  US,102 Welch Esplanade Suite 49,Western Downs,Victoria,Cockatoo,6059.0,4419,-26.07176,149.782504,69514.42,0.0,86958
a54f5cdc-154d-2b6c-92ad-5b7352c1cb93,1974-04-16,,999-38-3844,S99921242,X75300560X,Mr.,Ignacio928,Alemán808,,,S,asian,Other,M,Portsmouth  Saint John Parish  DM,574 Gerhold Skyway,Campaspe,Victoria,Terrick Terrick East,6037.0,3573,-36.164865,144.297958,141000.66,61340.1,179371
be078ef2-be2e-22e0-53f7-80c260a17bc3,2005-07-09,,999-85-6419,S99980115,,Mr.,Major265,Hane680,,,,white,Other,M,Hesperia  California  US,949 Kirlin Pathway Suite 22,Ballarat,Victoria,Napoleons,6037.0,3352,-37.482132,143.662387,5950.0,75495.01,43774
fbeeb72e-752a-00bf-2a69-8edebca59935,1982-07-06,,999-60-8763,S99928368,X56129280X,Mrs.,Caridad510,Munguía264,,Cornejo190,M,white,Other,F,Caguas  Puerto Rico  PR,729 Jones Grove,Clarence,Victoria,Sandford,6065.0,7020,-42.965741,147.47851,1960046.46,1074011.42,115339
677ede83-4888-5ec3-53ea-b172a1f5cdcd,1987-01-24,,999-83-6226,S99957019,X57752251X,Mr.,Brent147,Kertzmann286,,,M,white,Other,M,Patterson  California  US,141 Schroeder Drive,Swan Hill,Victoria,Waitchie,6061.0,3544,-35.487989,143.14445,102203.45,217713.41,148426
292d14fc-daff-d0d7-e1af-0413ed567182,2010-02-18,,999-41-8333,,,,Olivia294,Botello137,,,,white,Other,F,Kingston  Kingston  JM,794 Little Path Apt 26,Macedon Ranges,Victoria,Tylden,6037.0,3444,-37.171788,144.544716,39528.51,40960.59,61713
ee71ac90-f528-eccf-e8fd-32248355a140,1967-06-30,,999-24-3331,S99990285,X41824256X,Ms.,Rocio28,Terrazas956,,,S,white,Other,F,Santo Domingo  National District  DO,433 Reilly Burg,Mornington Peninsula,Victoria,Merricks,6037.0,3916,-38.415199,145.050587,15820.62,744612.22,21750
b06e8615-ea4a-a025-3dbf-f0b8cf5802d8,1994-07-10,,999-40-4848,S99945084,X86833196X,Mr.,Earnest658,Bergstrom287,,,M,white,Other,M,Moorpark  California  US,442 Gibson Gateway Suite 97,Wellington,Victoria,Wurruk,6085.0,3850,-38.224191,147.106181,13573.28,36397.74,43546
1580b7e5-69c0-9695-3f3e-aea94823a96c,1989-04-20,,999-72-1856,S99931975,X505385X,Mrs.,Kris249,Fay398,,Grady603,M,asian,Other,F,Hong Kong  Hong Kong Special Administrative Region  CN,374 Hegmann Burg,Moyne,Victoria,Gazette,6095.0,3289,-37.893196,142.227754,241857.58,767742.81,139996
41284f19-2ca5-e665-9a81-e646a50d1979,1969-12-14,,999-44-1117,S99935826,X16096149X,Mr.,Anibal473,Abshire638,,,S,white,Other,M,Rancho Calaveras  California  US,345 Bogan Extension Suite 79,Wangaratta,Victoria,Mount Bruno,6037.0,3675,-36.565078,146.266835,130315.29,12284.63,55459
563b7607-10bd-f952-8539-ae54d1886ca9,1947-01-17,,999-90-9528,S99986966,X24862954X,Mr.,Brady998,Kshlerin58,,,S,asian,Other,M,Delano  California  US,123 Orn Common,Ipswich,Victoria,Ironbark,6037.0,4306,-27.480898,152.725408,155641.52,238439.39,31534
5f9f9df4-cdd4-5fe0-48da-6cc2a749f691,1923-07-27,2011-09-02,999-39-1559,S99988231,X436766X,Mrs.,Olene159,Schiller186,,Hartmann983,M,white,Other,F,West Carson  California  US,964 Price Pathway,Wellington,Victoria,Crooked River,6037.0,3862,-37.597551,147.228456,818416.15,316971.64,90394
071682e8-06fe-ac7c-094b-2875dec9253d,1966-12-05,,999-15-3672,S99969418,X9237467X,Mr.,Seth414,Koelpin146,,,M,white,Other,M,Boron  California  US,420 Gutmann Lane Unit 45,Strathbogie,Victoria,Woodfield,,3715,-36.985747,145.739419,279272.15,1609885.53,159560
7c94f6e8-ef96-fce5-24b3-934ac49be6f1,2006-05-21,,999-70-5761,S99962361,,,Juan Carlos348,Madera340,,,,white,Other,M,Salisbury  Saint Joseph Parish  DM,1055 Kozey Dale,Nillumbik,Victoria,Panton Hill,6065.0,3759,-37.650385,145.247277,73495.21,0.0,79365
bd19c99a-92ab-f1ea-83d8-ba6017a51d7f,2018-02-16,,999-68-6883,,,,Gayle448,Blick895,,,,white,Aboriginal and Torres Strait Islander,M,Concord  California  US,575 Bernhard Fort Suite 65,Manningham,Victoria,Research,6083.0,3095,-37.713299,145.158579,3000.0,39628.47,27333
7354da7f-77e1-ea44-4022-e64c7b32524d,1990-07-25,,999-87-5970,S99955797,X30169488X,Mrs.,Buffy238,Carroll471,,Feeney44,M,white,Other,F,Sacramento  California  US,1048 Bernier Hollow,Macedon Ranges,Victoria,Metcalfe East,6053.0,3444,-37.171788,144.544716,996453.26,876529.1,64690
7b049ad5-dc4c-57ee-0871-f752574b3309,1964-08-09,,999-26-5137,S99968386,X80800646X,Mrs.,Ramona980,Alejandro916,,Duarte203,M,black,Other,F,Portsmouth  Saint John Parish  DM,477 Romaguera Approach Apt 15,Loddon,Victoria,Yando,6037.0,3537,-36.079335,143.744455,1299617.03,253517.87,85062
def462a8-a2ce-3693-9371-745c40b88853,2023-08-25,,999-87-2588,,,,Val761,Haag279,,,,white,Other,M,Chino Hills  California  US,331 Watsica Rue,Cardinia,Victoria,Mount Burnett,6037.0,3781,-37.938471,145.487862,400.0,5823.17,5567
bd9de022-71ed-f15b-e6fc-a7e4f3db5e22,1987-03-28,,999-40-8762,S99980626,X4506641X,Mr.,Van763,Reilly981,,,M,white,Other,M,Clovis  California  US,639 Dach Crossing Apt 3,Campaspe,Victoria,Tongala,,3621,-36.206055,144.961183,7031.93,74247.78,18425
b46d320a-e2d6-d4cd-dc75-06a3e3f3881e,1981-06-13,,999-25-4996,S99978823,X50717666X,Mr.,Juan88,Segovia340,,,M,white,Other,M,Havana  Havana  CU,451 Wyman Approach,Swan Hill,Victoria,Wandown,6025.0,3549,-34.82232378,142.9427595,44911.67,123936.82,42144
